0.233414 0.782709 0.451288 0.49871 1.32702 1.39265 1.13689 0.850532 -0.37167 1.41877 0.632174 -12.9802
0.956752 0.275848 0.486881 0.488929 1.59353 1.78011 0.774746 1.06932 0.0400675 -0.304999 1.54278 0.152391
0.177744 0.223955 0.535246 0.49118 0.340008 0.40924 1.25888 1.01798 -37.5737 -3.94442 1.15053 0.250971
0.0993435 0.740981 0.584222 0.498878 0.33188 1.53547 1.05467 1.04278 0.85444 3.37437 0.413382 0.987721
0.299096 0.618075 0.499744 0.493895 1.03744 3.71577 0.605205 1.06308 0.45458 0.174464 1.30525 7.42143
0.89621 0.514116 0.390769 0.52983 0.743785 1.80574 1.19207 1.09683 0.267718 0.685206 -1.58036 0.0394672
0.920832 0.653449 0.713163 0.49035 0.874369 1.83007 0.947163 1.08666 0.560126 0.175496 0.857605 0.567948
0.288325 0.631537 0.603215 0.513903 0.0456702 0.338713 0.969709 1.07389 1.29496 0.950431 -0.682045 -2.91735
0.787903 0.383702 0.493606 0.541264 0.485264 1.92872 1.41441 0.963259 -1.2657 -0.407514 1.12928 -0.597551
0.0652887 0.296393 0.536932 0.48175 1.21292 0.502433 0.807072 0.96275 -7.86757 -0.47501 0.65789 -21.2538
0.805313 0.52432 0.562225 0.479524 0.774988 0.506216 0.714053 1.05559 0.015914 1.2581 -1.47899 3.16913
0.401589 0.588528 0.359037 0.518598 0.230227 1.18792 1.19175 1.11055 3.97245 -0.0643063 0.417634 -0.465311
0.0479773 0.489241 0.581076 0.498915 3.15896 0.353548 0.713321 1.04498 -0.518749 -0.123541 7.09937 -0.573422
0.201132 0.847865 0.608927 0.491497 0.337424 0.915674 0.717145 1.04704 9.25567 -0.880488 -0.28073 -0.0862931
0.0965742 0.445664 0.402285 0.520177 0.0264418 1.68541 1.12619 1.02223 -1.44145 0.152992 0.363538 -5.3631
0.973252 0.124844 0.496542 0.564048 0.400741 1.50006 0.759811 1.0421 0.721709 0.317469 0.566086 -3.42266
0.675375 0.761114 0.45363 0.517312 2.17283 0.184516 1.07896 0.98147 0.222169 2.57975 0.292529 -0.677577
0.941555 0.657569 0.561527 0.531515 0.712288 1.51775 1.348 1.03837 0.315268 0.0426358 -8.90519 -2.96391
0.186365 0.580454 0.590207 0.469987 0.28721 1.33201 0.747561 1.02368 0.0481236 -3.07167 0.777862 -0.922575
0.526567 0.112611 0.605025 0.491604 1.41265 0.164537 0.967824 1.06268 -32.033 -0.0229429 1.25576 0.249141
0.367523 0.304315 0.589458 0.474334 1.0658 1.27157 1.28834 1.12198 -5.76462 -3.13351 0.728469 0.531159
0.578395 0.623563 0.537929 0.530326 1.9458 0.110249 0.856973 0.921586 -8.25188 0.130617 -2.2004 -0.295708
0.676579 0.409226 0.606683 0.506582 0.0534159 0.287093 0.863861 1.10756 -1.82901 6.9972 -1.7588 0.387595
0.256522 0.349374 0.705545 0.496948 0.723138 0.105293 1.06387 1.11686 0.0871632 -0.15885 -7.73917 1.42916
0.745704 0.380905 0.301957 0.526847 0.223022 1.3552 0.694764 0.955767 -9.00105 0.0431023 -2.09761 -11.1237
0.407108 0.286962 0.44176 0.448099 0.0513343 0.815214 0.651193 0.834696 0.597366 4.95961 -0.268756 -36.9011
0.404632 0.615499 0.671335 0.511178 1.68118 1.48092 0.643718 0.954204 -1.78514 -0.761933 -4.97849 0.575896
0.976322 0.405572 0.381437 0.54222 0.405812 1.47446 0.581052 0.990055 -6.27469 0.406229 1.4163 0.554689
0.272854 0.631492 0.452088 0.488602 0.286361 0.027366 1.05031 0.947766 -2.84131 -2.87195 -25.2661 -0.0762302
0.380435 0.382495 0.535762 0.527892 0.192845 0.750036 0.711137 0.966464 -0.132758 2.32405 2.04888 0.843069
0.125582 0.542269 0.522697 0.528707 0.756929 1.50021 1.40592 1.11016 0.895293 1.11114 0.210351 0.649101
0.944739 0.432164 0.442263 0.4517 0.719326 1.31084 1.11615 0.994878 0.927618 -1.40568 10.6294 -1.65995
0.39881 0.243329 0.495134 0.49912 1.23105 0.59028 0.738895 1.11119 0.6033 -0.235663 1.09823 -0.608899
0.295435 0.616846 0.482042 0.504205 2.03291 3.39084 0.890643 1.19818 0.340894 0.414106 -0.131739 15.7603
0.978251 0.508755 0.523798 0.478378 2.94672 1.02309 1.44881 1.18862 0.590153 2.83069 0.44042 -0.110862
0.869094 0.353319 0.566922 0.490104 0.559371 0.705684 0.669636 0.964013 -0.0455041 20.2661 0.696346 -13.8718
0.38352 0.571011 0.369109 0.548062 0.0250107 0.430261 0.587806 0.890388 6.20961 0.0731935 0.609071 0.653923
0.077204 0.894616 0.406719 0.536597 0.172392 0.539403 1.28185 0.984474 0.574321 -0.0944611 -4.59861 -0.700211
0.587221 0.241432 0.403366 0.500977 0.481394 2.48287 0.678725 1.00239 152.345 -0.0929294 -0.357615 14.9056
0.868823 0.740186 0.452136 0.441145 0.438211 0.142167 0.75577 0.908342 -1.68671 2.67244 3.58725 1.09817
0.879556 0.74311 0.493781 0.494408 1.27128 0.552385 0.727834 1.02061 -12.4552 0.767367 1.37747 0.247687
0.869027 0.645368 0.464763 0.477191 0.245111 0.689658 0.837226 0.848246 -4.22902 -0.65424 0.28147 0.502821
0.689668 0.763219 0.516836 0.486536 0.0721108 0.888928 0.767123 1.07618 0.248204 -0.549653 0.857807 -0.439746
0.487345 0.657882 0.697961 0.497633 0.172766 2.71936 0.780368 0.914928 -0.557819 -3.39743 -0.918177 -0.822668
0.298666 0.440394 0.536007 0.539656 2.42947 1.04614 0.930243 0.937919 -1.01579 -0.114841 -0.0498752 -0.54392
0.597748 0.463762 0.398817 0.496996 2.01465 0.107392 1.5341 0.915428 -0.714816 -0.291196 1.16417 -0.336972
0.525643 0.299542 0.710596 0.518352 0.638668 2.52352 1.02876 0.872124 -0.0830414 -8.22849 0.429599 -0.895037
0.955174 0.398871 0.592457 0.502947 0.23456 0.846145 0.956133 1.05181 -22.9175 -12.5974 0.537567 -0.507363
0.24294 0.308666 0.608785 0.459047 1.47786 0.939452 0.846688 0.975873 2.64219 -0.238656 -0.511481 0.936486
0.454599 0.458441 0.428735 0.517064 0.182335 1.56905 0.651203 1.07183 -0.26514 0.500451 1.45686 -0.896525
0.89247 0.599825 0.397103 0.47669 0.0764723 3.42094 0.893209 0.88008 0.513342 0.127625 -0.270477 0.706135
0.834944 0.26207 0.713127 0.517332 0.893739 0.322439 0.572499 0.89937 1.17754 -0.84397 -4.17325 0.978697
