0.0143293 1.29892
0.106527 4.66925
0.727945 -9.99049
2.6974 -0.687685
0.310059 -0.756142
1.20209 -0.334199
1.39727 0.462341
0.438984 10.5282
4.0157 0.726113
0.388157 -9.1328
0.656348 0.715646
1.14443 1.3838
0.103822 -0.445904
1.04462 -0.00994745
0.546669 1.82744
2.09842 -0.0353466
1.05439 -0.293938
0.994075 -0.181029
0.14436 -2.26753
0.0540198 -1.57523
6.80861 2.83818
0.19708 0.0690146
1.8961 0.488876
0.353791 662.791
0.680912 1.19844
1.05608 -0.455465
0.530659 0.265237
3.32565 -15.7148
0.357972 -2.16679
2.59511 1.56489
0.496728 -0.130497
1.48713 -2.45367
0.567053 0.280431
0.966522 -1.43258
2.70865 0.0271669
1.8243 -1.6524
0.328858 -0.505159
0.142858 -1.39615
0.300021 -1.92136
1.00237 -0.466431
2.42455 0.55359
0.739977 0.704651
2.46182 2.64974
0.349342 -0.246965
0.270556 0.0264531
4.77136 -1.36844
1.70612 -0.102933
0.253453 0.986386
1.45386 21.5256
1.41337 -0.678958
3.18706 0.971272
2.15844 -2.54395
0.134089 0.311987
0.532265 12.6857
0.205266 1.24763
3.16855 -28.2216
1.43689 -9.62067
0.782478 0.574476
3.10602 -0.569418
0.778953 11.067
0.40392 4.15788
0.351281 -6.2374
0.116773 2.58082
3.09826 0.58787
0.150962 -5.36202
2.53413 1.68895
1.68827 0.960393
2.32582 0.635001
1.22244 -0.118972
1.70505 1.73003
0.961185 1.21659
0.232972 39.789
0.0271352 0.313711
0.905667 -0.458848
0.308363 -0.409117
0.18713 0.287181
0.570995 0.64589
1.53712 -2.75447
0.490198 -0.669851
1.1434 -0.927156
0.0638154 3.33275
0.566086 0.899965
0.563761 -2.08705
1.13109 -9.44806
2.18126 3.87113
0.888658 -0.381492
0.426061 0.0438784
0.295711 -0.951619
0.0943474 0.363888
2.13884 -2.17258
0.565286 0.804992
1.67068 0.218788
5.00028 0.824237
1.64034 -0.632091
0.601366 -0.0678794
2.73723 -0.343417
0.318139 -0.953303
0.148052 -0.773366
1.27161 0.97945
0.660022 1.02125
0.35153 -1.54155
3.75702 -2.08331
0.146591 1.09455
0.256109 -0.161011
0.630454 -4.8108
0.351141 -1.09268
0.481318 -0.390109
1.48955 0.609939
0.293922 1.30313
0.923233 -1.0186
0.516169 56.2739
0.115616 -0.728641
0.266218 0.253119
0.398436 0.880538
0.15148 9.10653
3.17141 2.63906
2.35797 0.753461
2.38189 2.29759
0.0363579 1.01606
0.721678 0.359866
0.362789 -0.0452657
0.148729 -0.961888
0.313135 -0.781766
0.758198 5.32088
0.673429 -9.89478
0.497376 -3.50984
2.34731 -0.323062
1.2338 2.74726
2.19078 -0.589902
0.691297 -1.15867
0.171582 -0.981017
0.583571 -1.24467
0.153458 -6.19631
1.30021 19.5001
1.87512 4.38029
0.741047 1.98732
1.03826 -0.413957
0.180493 -0.258786
1.40013 -0.671191
0.176116 -1.73532
0.274706 2.81925
0.028541 -1.02632
0.100797 -0.12935
1.70091 0.0503564
1.18274 -0.540982
2.75975 -1.26979
0.907901 0.206641
1.4934 0.951635
0.744273 0.523175
0.0350637 -6.91286
1.33118 0.0629513
0.114505 8.2694
0.665148 -0.799973
3.67473 0.570242
1.1609 2.23264
1.39693 -3.0181
0.882582 -0.116685
0.293681 -0.102526
0.171713 0.75111
1.47486 -1.55526
2.66144 -0.595052
0.163998 -88.0861
2.30879 1.51529
0.81452 -0.584568
1.70399 -0.134553
0.909091 -0.6799
5.59477 1.7873
1.30789 7.54926
0.875413 0.0672693
1.29615 0.20691
0.210312 77.1711
1.45733 -0.570743
0.586124 -1.48304
0.772836 0.193359
0.735024 -0.961071
0.0457104 -1.50389
0.330687 0.117318
0.149118 1.01375
0.334615 -0.541803
2.00782 0.250198
1.25032 -0.187464
0.444682 -0.51521
3.15833 -0.555199
0.388786 0.284985
0.0584121 -0.0617375
0.222061 -5.34955
0.140224 11.519
0.456712 2.30565
2.10724 6.3267
0.680392 0.620624
1.28768 2.53814
0.428349 -1.15273
1.16841 0.0704171
0.654312 0.799529
1.54564 -0.357737
0.579037 2.03895
0.0352893 -14.3326
0.751777 0.971747
0.0448259 -0.164219
2.04804 1.16851
1.38334 0.400453
0.202506 -36.8439
0.00392383 -0.335255
1.19976 -0.319208
0.596856 0.124706
2.19899 -1.76872
2.60055 -0.632521
2.75653 5.19995
0.653196 -4.97113
0.328092 1.86092
0.25096 0.287086
0.384416 0.198695
0.621713 -0.518352
1.40678 2.12546
3.97974 -2.15955
1.20656 -85.347
0.459493 -4.56332
0.235923 0.238096
0.226341 1.51052
0.155902 -0.789087
0.846474 0.0523468
0.277547 38.0458
0.05769 2.45624
0.134092 2.65267
1.45413 -1.32998
2.71869 0.70256
0.028729 -0.182901
2.99216 0.22622
1.55823 -0.10912
0.496397 0.557324
0.165971 -0.917172
0.643274 0.558721
0.509031 1.95103
0.95781 -0.291024
1.18442 1.69035
0.746692 -1.28582
2.31511 -0.170103
8.28551 0.977232
0.976197 -1.00344
0.0246127 23.6287
0.132499 -0.194268
1.3528 0.569557
0.0170709 1.71754
1.36862 2.08876
1.16725 -0.403378
1.83653 0.452407
0.108031 0.546336
2.34126 -0.646118
1.55688 1.06841
2.88921 0.628003
0.0960361 0.957443
0.324776 0.132617
1.39598 0.0618144
0.359987 -1.42363
0.181998 0.45132
0.64411 -0.313423
0.769272 -31.5113
0.423527 0.110153
0.0176158 0.0694745
0.120644 -0.538674
0.0167688 16.8307
4.77531 1.02767
0.206148 28.8386
0.187146 5.56829
0.52932 2.37168
1.13938 2.77654
0.132847 0.623231
0.850029 -0.335635
0.746249 0.182755
0.41206 -0.254668
0.440991 -3.6988
0.227886 2.0778
0.964401 -0.458473
0.0132414 -0.521193
0.550051 0.60478
2.82171 3.63187
0.997411 2.61072
1.33666 0.0897682
0.469386 -0.474694
0.0608495 -3.34967
0.346175 0.569019
0.391404 0.180054
0.707609 -1.15623
0.542382 -0.376917
0.185804 -0.33268
0.325733 0.0894829
1.37406 -2.63855
0.204553 -0.323117
0.117632 0.813046
1.39839 0.305063
1.00393 -0.448057
0.772273 0.534753
1.33712 -2.77497
0.871046 -2.57618
0.223014 0.652457
1.59968 -29.3477
0.982499 1.27854
1.61322 0.595556
0.232112 0.349637
1.22555 -5.35068
1.07715 0.567328
1.6264 3.93372
0.187035 0.281147
0.239872 0.434507
1.04351 1.17317
0.306857 0.897999
0.505746 -2.29563
0.0527503 -0.910925
1.40727 0.66796
0.400698 0.0610449
1.92839 1.5154
0.957369 0.737367
0.787318 -0.0827762
0.227523 -148.967
0.116532 -0.664813
0.253765 -5.92242
0.701234 3.86371
0.238011 -2.06024
1.54969 1.66786
1.16723 -0.513861
1.60791 0.208587
1.29197 -20.7187
0.0508162 -0.0444572
0.396376 0.569332
1.24023 -2.69699
2.03332 1.61147
0.574728 -0.260721
0.00582281 4.73401
1.14665 0.18036
2.06913 -1.25422
0.0879438 -0.784066
0.997584 4.19116
0.318364 -1.38505
0.121914 -0.707946
1.51555 -13.5337
0.947754 0.579299
0.491602 -0.270492
0.539253 0.480284
1.06271 -0.0534852
0.278871 1.56376
0.163885 0.757481
0.0280452 0.12329
0.42473 0.420876
1.20343 -1.482
0.679834 -1.96772
1.70349 1.41387
0.586263 0.315164
0.499592 0.662068
0.159022 4.51618
1.26835 -5.82698
1.19113 2.15875
1.57096 0.17837
0.0782365 -5.05445
0.199956 -1.08451
0.0393331 -0.931565
0.690809 0.901588
0.875458 1.86662
0.751032 47.4424
1.73133 -0.232213
0.442816 0.209807
0.442758 5.00973
0.616287 2.11014
1.65392 0.356994
1.13161 -11.3728
0.68548 -1.10808
1.17933 -1.94035
0.580424 -0.197348
0.30181 1.85157
0.253412 2.70329
1.26486 0.458673
1.30089 0.35494
2.00537 0.545567
0.571029 -4.22859
0.0214874 1.34202
1.0319 1.64919
3.3208 0.395484
0.604202 -2.79095
1.3066 0.457361
0.455938 0.672834
0.235792 -1.01012
0.644179 0.337072
0.970315 0.271557
2.47924 -0.278926
2.32892 0.502122
0.0357616 -0.753272
1.24998 -37.4093
1.51721 0.0969531
2.2991 -0.0456465
0.777695 -2.50523
0.2328 -0.398726
3.16855 1.07869
